Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 100.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470832'}
Loaded pretrained weights.
#i	Loss	VTE	TV
370	-0.97	-0.97(-0.97)	0.0(599)
360	-1.3	-1.51(-1.51)	0.21(424)
370	-1.02	-1.05(-1.05)	0.03(581)
380	-0.01	-0.87(-0.87)	0.86(172)
380	-0.88	-0.88(-0.88)	0.0(630)
370	-0.8	-1.03(-1.03)	0.23(460)
380	-0.87	-0.9(-0.9)	0.03(610)
390	-0.91	-1.83(-1.83)	0.92(183)
390	-1.6	-1.61(-1.61)	0.0(682)
380	-0.67	-0.91(-0.91)	0.24(483)
390	-1.57	-1.6(-1.6)	0.03(661)
400	0.99	0.06(0.06)	0.93(185)
400	-0.01	-0.01(-0.01)	0.0(684)
390	-1.42	-1.68(-1.68)	0.26(523)
400	-0.01	-0.05(-0.05)	0.03(663)
400	0.12	-0.14(-0.14)	0.26(525)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470852'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470852'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470852'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470852'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.91	0.88(0.88)	0.04(712)
0	4.44	0.88(0.88)	3.56(712)
0	0.88	0.88(0.88)	0.0(712)
0	1.23	0.88(0.88)	0.36(712)
10	2.15	0.11(0.11)	2.04(408)
10	0.17	0.14(0.14)	0.04(734)
10	0.14	0.14(0.14)	0.0(738)
10	0.46	0.12(0.12)	0.35(695)
20	2.06	0.14(0.14)	1.92(385)
20	0.15	0.14(0.14)	0.0(795)
20	0.21	0.17(0.17)	0.04(790)
20	0.5	0.14(0.14)	0.36(723)
30	2.13	0.2(0.2)	1.93(385)
30	0.2	0.2(0.2)	0.0(718)
30	0.24	0.21(0.21)	0.04(706)
30	0.55	0.22(0.22)	0.32(645)
40	1.74	-0.12(-0.12)	1.86(371)
40	-0.18	-0.18(-0.18)	0.0(700)
40	-0.14	-0.17(-0.17)	0.03(689)
40	0.14	-0.17(-0.17)	0.31(623)
50	2.25	0.03(0.03)	2.22(445)
50	0.02	0.01(0.01)	0.0(930)
50	0.06	0.02(0.02)	0.05(914)
50	0.42	0.01(0.01)	0.4(808)
60	1.62	0.0(0.0)	1.62(323)
60	-0.11	-0.11(-0.11)	0.0(666)
60	-0.0	-0.04(-0.04)	0.03(664)
60	0.25	-0.05(-0.05)	0.29(582)
70	1.57	-0.13(-0.13)	1.7(341)
70	-0.02	-0.02(-0.02)	0.0(617)
70	0.01	-0.02(-0.02)	0.03(613)
70	0.27	0.0(0.0)	0.27(540)
80	1.24	-0.37(-0.37)	1.61(321)
80	-0.42	-0.42(-0.42)	0.0(602)
80	-0.43	-0.46(-0.46)	0.03(598)
80	-0.17	-0.43(-0.43)	0.27(533)
90	1.88	-0.0(-0.0)	1.89(377)
90	-0.14	-0.14(-0.14)	0.0(696)
90	-0.05	-0.08(-0.08)	0.04(711)
90	0.13	-0.18(-0.18)	0.31(620)
100	1.13	-0.49(-0.49)	1.61(322)
100	-0.61	-0.61(-0.61)	0.0(540)
100	-0.51	-0.54(-0.54)	0.03(544)
100	-0.43	-0.67(-0.67)	0.24(484)
110	1.33	-0.29(-0.29)	1.62(324)
110	-0.38	-0.39(-0.39)	0.0(609)
110	-0.33	-0.36(-0.36)	0.03(609)
110	-0.15	-0.42(-0.42)	0.27(537)
120	1.41	-0.18(-0.18)	1.59(319)
120	-0.33	-0.34(-0.34)	0.0(650)
120	-0.28	-0.31(-0.31)	0.03(650)
120	-0.04	-0.32(-0.32)	0.28(566)
130	1.16	-0.5(-0.5)	1.66(333)
130	-0.51	-0.51(-0.51)	0.0(624)
130	-0.38	-0.41(-0.41)	0.03(626)
130	-0.27	-0.54(-0.54)	0.27(549)
140	1.09	-0.4(-0.4)	1.48(297)
140	-0.47	-0.47(-0.47)	0.0(531)
140	-0.49	-0.51(-0.51)	0.03(533)
140	-0.36	-0.59(-0.59)	0.23(465)
150	1.13	-0.76(-0.76)	1.88(376)
150	-0.63	-0.64(-0.64)	0.0(734)
150	-0.62	-0.66(-0.66)	0.04(728)
150	-0.35	-0.67(-0.67)	0.32(646)
160	0.8	-0.73(-0.73)	1.53(306)
160	-0.62	-0.62(-0.62)	0.0(592)
160	-0.5	-0.53(-0.53)	0.03(594)
160	-0.41	-0.67(-0.67)	0.26(524)
170	1.2	-0.56(-0.56)	1.76(352)
170	-0.51	-0.52(-0.52)	0.0(656)
170	-0.46	-0.49(-0.49)	0.03(659)
170	-0.25	-0.54(-0.54)	0.29(580)
180	0.29	-0.89(-0.89)	1.18(236)
180	-0.78	-0.79(-0.79)	0.0(454)
180	-0.8	-0.82(-0.82)	0.02(456)
180	-0.75	-0.95(-0.95)	0.2(397)
190	0.07	-1.27(-1.27)	1.34(268)
190	-1.15	-1.15(-1.15)	0.0(501)
190	-1.19	-1.21(-1.21)	0.03(501)
190	-1.16	-1.37(-1.37)	0.22(432)
200	0.82	-0.8(-0.8)	1.62(323)
200	-0.76	-0.76(-0.76)	0.0(632)
200	-0.79	-0.82(-0.82)	0.03(632)
200	-0.55	-0.82(-0.82)	0.27(544)
210	1.11	-0.57(-0.57)	1.69(338)
210	-0.63	-0.64(-0.64)	0.0(643)
210	-0.54	-0.57(-0.57)	0.03(639)
210	-0.36	-0.63(-0.63)	0.28(551)
220	1.31	-0.39(-0.39)	1.7(341)
220	-0.49	-0.49(-0.49)	0.0(660)
220	-0.29	-0.32(-0.32)	0.03(683)
220	-0.18	-0.46(-0.46)	0.28(562)
230	1.06	-0.59(-0.59)	1.65(330)
230	-0.45	-0.46(-0.46)	0.0(657)
230	-0.33	-0.36(-0.36)	0.03(671)
230	-0.26	-0.55(-0.55)	0.28(563)
240	0.43	-1.01(-1.01)	1.45(289)
240	-0.79	-0.79(-0.79)	0.0(600)
240	-0.87	-0.9(-0.9)	0.03(613)
240	-0.7	-0.96(-0.96)	0.26(513)
250	0.57	-0.87(-0.87)	1.43(286)
250	-0.88	-0.89(-0.89)	0.0(609)
250	-0.8	-0.83(-0.83)	0.03(620)
250	-0.62	-0.88(-0.88)	0.26(517)
260	-0.27	-1.64(-1.64)	1.37(274)
260	-1.42	-1.42(-1.42)	0.0(599)
260	-1.34	-1.37(-1.37)	0.03(607)
260	-1.19	-1.44(-1.44)	0.25(507)
270	0.08	-1.05(-1.05)	1.12(225)
270	-0.83	-0.83(-0.83)	0.0(491)
270	-0.85	-0.88(-0.88)	0.02(495)
270	-0.7	-0.9(-0.9)	0.21(411)
280	0.69	-0.72(-0.72)	1.41(282)
280	-0.7	-0.7(-0.7)	0.0(635)
280	-0.65	-0.68(-0.68)	0.03(640)
280	-0.49	-0.75(-0.75)	0.26(527)
290	-0.27	-1.36(-1.36)	1.08(217)
290	-1.26	-1.26(-1.26)	0.0(506)
290	-1.16	-1.18(-1.18)	0.03(511)
290	-1.02	-1.23(-1.23)	0.21(417)
300	0.46	-0.89(-0.89)	1.35(269)
300	-0.74	-0.75(-0.75)	0.0(655)
300	-0.68	-0.71(-0.71)	0.03(660)
300	-0.55	-0.82(-0.82)	0.27(536)
310	-1.04	-2.07(-2.07)	1.03(207)
310	-1.87	-1.87(-1.87)	0.0(512)
310	-1.76	-1.78(-1.78)	0.03(516)
310	-1.72	-1.93(-1.93)	0.21(417)
320	-0.2	-1.35(-1.35)	1.16(231)
320	-1.27	-1.27(-1.27)	0.0(596)
320	-1.21	-1.24(-1.24)	0.03(602)
320	-1.14	-1.38(-1.38)	0.24(481)
330	-0.81	-1.69(-1.69)	0.88(176)
330	-1.44	-1.44(-1.44)	0.0(470)
330	-1.43	-1.46(-1.46)	0.02(474)
330	-1.26	-1.45(-1.45)	0.19(377)
340	-0.62	-1.58(-1.58)	0.96(192)
340	-1.47	-1.47(-1.47)	0.0(520)
340	-1.36	-1.39(-1.39)	0.03(525)
340	-1.22	-1.43(-1.43)	0.21(416)
350	-0.07	-1.1(-1.1)	1.03(206)
350	-1.06	-1.06(-1.06)	0.0(574)
350	-1.0	-1.03(-1.03)	0.03(578)
350	-0.83	-1.06(-1.06)	0.23(457)
360	-0.66	-1.58(-1.58)	0.93(185)
360	-1.39	-1.4(-1.4)	0.0(513)
360	-1.32	-1.34(-1.34)	0.03(516)
370	-0.25	-1.23(-1.23)	0.98(196)
360	-1.19	-1.39(-1.39)	0.2(408)
370	-1.05	-1.05(-1.05)	0.0(558)
370	-0.98	-1.01(-1.01)	0.03(562)
380	0.1	-0.94(-0.94)	1.04(208)
370	-0.82	-1.04(-1.04)	0.22(442)
380	-0.87	-0.87(-0.87)	0.0(585)
380	-0.79	-0.82(-0.82)	0.03(589)
390	-0.86	-1.97(-1.97)	1.11(222)
380	-0.61	-0.84(-0.84)	0.23(464)
390	-1.57	-1.58(-1.58)	0.0(634)
390	-1.51	-1.54(-1.54)	0.03(637)
400	1.09	-0.03(-0.03)	1.12(224)
390	-1.41	-1.67(-1.67)	0.25(502)
400	0.03	0.02(0.02)	0.0(636)
400	0.07	0.04(0.04)	0.03(640)
400	0.19	-0.06(-0.06)	0.25(504)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470853'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470853'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.91	0.88(0.88)	0.04(712)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470853'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470853'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.88	0.88(0.88)	0.0(712)
0	4.44	0.88(0.88)	3.56(712)
0	1.23	0.88(0.88)	0.36(712)
10	0.04	0.0(0.0)	0.04(766)
10	0.05	0.05(0.05)	0.0(769)
10	2.77	0.18(0.18)	2.59(517)
10	0.56	0.19(0.19)	0.37(742)
20	0.15	0.11(0.11)	0.04(842)
20	0.14	0.14(0.14)	0.0(840)
20	2.87	0.22(0.22)	2.65(529)
20	0.54	0.15(0.15)	0.38(769)
30	0.25	0.24(0.24)	0.0(789)
30	0.27	0.23(0.23)	0.04(788)
30	2.85	0.27(0.27)	2.58(517)
30	0.59	0.22(0.22)	0.37(730)
40	-0.03	-0.03(-0.03)	0.0(778)
40	2.43	0.0(0.0)	2.43(486)
40	0.02	-0.02(-0.02)	0.04(778)
40	0.3	-0.05(-0.05)	0.36(715)
50	3.6	0.2(0.2)	3.4(679)
50	0.1	0.1(0.1)	0.01(1036)
50	0.17	0.12(0.12)	0.05(1023)
50	0.6	0.13(0.13)	0.47(932)
60	2.86	0.28(0.28)	2.57(514)
60	0.23	0.19(0.19)	0.04(774)
60	0.11	0.11(0.11)	0.0(747)
60	0.48	0.14(0.14)	0.34(680)
70	2.21	0.14(0.14)	2.07(414)
70	0.2	0.16(0.16)	0.03(686)
70	0.24	0.24(0.24)	0.0(703)
70	0.56	0.23(0.23)	0.33(654)
80	1.98	-0.2(-0.2)	2.17(435)
80	-0.16	-0.2(-0.2)	0.03(675)
80	-0.15	-0.15(-0.15)	0.0(679)
80	0.16	-0.16(-0.16)	0.32(642)
90	2.64	0.12(0.12)	2.52(504)
90	0.07	0.03(0.03)	0.04(787)
90	0.0	-0.0(-0.0)	0.0(795)
90	0.4	0.03(0.03)	0.37(742)
100	1.77	-0.15(-0.15)	1.92(384)
100	-0.05	-0.09(-0.09)	0.03(606)
100	-0.16	-0.17(-0.17)	0.0(609)
100	0.12	-0.16(-0.16)	0.28(565)
110	2.25	0.05(0.05)	2.2(440)
110	0.07	0.04(0.04)	0.03(683)
110	-0.02	-0.02(-0.02)	0.0(687)
110	0.34	0.02(0.02)	0.32(645)
120	2.24	0.05(0.05)	2.19(438)
120	0.06	0.03(0.03)	0.04(729)
120	-0.0	-0.01(-0.01)	0.0(739)
120	0.31	-0.02(-0.02)	0.34(674)
130	1.84	-0.18(-0.18)	2.01(403)
130	-0.19	-0.23(-0.23)	0.03(700)
130	-0.22	-0.22(-0.22)	0.0(718)
130	0.12	-0.22(-0.22)	0.33(670)
140	1.98	0.01(0.01)	1.97(395)
140	-0.09	-0.12(-0.12)	0.03(609)
140	0.01	0.01(0.01)	0.0(616)
140	0.2	-0.08(-0.08)	0.28(561)
150	2.2	-0.37(-0.37)	2.57(514)
150	-0.12	-0.17(-0.17)	0.04(829)
150	-0.08	-0.08(-0.08)	0.0(836)
150	0.23	-0.16(-0.16)	0.38(769)
160	1.89	-0.27(-0.27)	2.16(433)
160	-0.13	-0.17(-0.17)	0.03(663)
160	-0.15	-0.15(-0.15)	0.0(682)
160	0.16	-0.16(-0.16)	0.31(629)
170	2.72	-0.02(-0.02)	2.74(549)
170	0.01	0.01(0.01)	0.0(762)
170	-0.1	-0.14(-0.14)	0.04(747)
170	0.29	-0.06(-0.06)	0.36(710)
180	1.37	-0.31(-0.31)	1.67(335)
180	-0.39	-0.4(-0.4)	0.0(522)
180	-0.43	-0.45(-0.45)	0.03(521)
180	-0.25	-0.49(-0.49)	0.24(480)
190	1.2	-0.63(-0.63)	1.83(366)
190	-0.83	-0.83(-0.83)	0.0(573)
190	-0.72	-0.74(-0.74)	0.03(572)
190	-0.49	-0.75(-0.75)	0.27(535)
200	1.5	-0.48(-0.48)	1.99(398)
200	-0.45	-0.45(-0.45)	0.0(720)
200	-0.32	-0.36(-0.36)	0.04(724)
200	-0.1	-0.43(-0.43)	0.33(659)
210	1.92	-0.35(-0.35)	2.27(454)
210	-0.31	-0.32(-0.32)	0.0(729)
210	-0.29	-0.32(-0.32)	0.04(731)
210	-0.03	-0.37(-0.37)	0.33(670)
220	2.33	-0.15(-0.15)	2.49(497)
220	-0.24	-0.24(-0.24)	0.0(751)
220	-0.17	-0.21(-0.21)	0.04(757)
220	0.13	-0.22(-0.22)	0.35(698)
230	2.07	-0.06(-0.06)	2.14(428)
230	-0.07	-0.07(-0.07)	0.0(744)
230	-0.02	-0.06(-0.06)	0.04(744)
230	0.29	-0.05(-0.05)	0.34(689)
240	1.52	-0.43(-0.43)	1.95(389)
240	-0.33	-0.33(-0.33)	0.0(673)
240	-0.32	-0.35(-0.35)	0.03(668)
240	0.04	-0.28(-0.28)	0.31(623)
250	1.17	-0.64(-0.64)	1.8(361)
250	-0.64	-0.65(-0.65)	0.0(677)
250	-0.55	-0.58(-0.58)	0.03(676)
250	-0.28	-0.59(-0.59)	0.31(625)
260	0.91	-1.0(-1.0)	1.9(381)
260	-0.84	-0.85(-0.85)	0.0(664)
260	-0.86	-0.89(-0.89)	0.03(659)
260	-0.49	-0.8(-0.8)	0.31(610)
270	1.08	-0.51(-0.51)	1.59(318)
270	-0.38	-0.38(-0.38)	0.0(540)
270	-0.32	-0.35(-0.35)	0.03(538)
270	-0.12	-0.37(-0.37)	0.25(495)
280	1.55	-0.44(-0.44)	1.99(397)
280	-0.5	-0.51(-0.51)	0.0(698)
280	-0.45	-0.48(-0.48)	0.03(700)
280	-0.13	-0.45(-0.45)	0.32(636)
290	0.54	-0.96(-0.96)	1.5(299)
290	-0.85	-0.86(-0.86)	0.0(555)
290	-0.7	-0.73(-0.73)	0.03(555)
290	-0.49	-0.74(-0.74)	0.25(496)
300	1.15	-0.65(-0.65)	1.81(361)
300	-0.63	-0.64(-0.64)	0.0(709)
300	-0.56	-0.59(-0.59)	0.04(708)
310	-0.35	-1.73(-1.73)	1.37(275)
300	-0.28	-0.59(-0.59)	0.31(628)
310	-1.52	-1.52(-1.52)	0.0(552)
310	-1.41	-1.44(-1.44)	0.03(552)
320	0.46	-1.08(-1.08)	1.54(309)
310	-1.17	-1.41(-1.41)	0.24(488)
320	-1.05	-1.05(-1.05)	0.0(640)
320	-0.93	-0.96(-0.96)	0.03(636)
330	-0.32	-1.43(-1.43)	1.11(223)
320	-0.67	-0.95(-0.95)	0.28(557)
330	-1.13	-1.14(-1.14)	0.0(500)
330	-0.94	-0.97(-0.97)	0.02(497)
340	0.01	-1.19(-1.19)	1.2(240)
340	-1.08	-1.08(-1.08)	0.0(552)
330	-0.87	-1.09(-1.09)	0.21(430)
340	-0.96	-0.98(-0.98)	0.03(549)
350	0.22	-1.03(-1.03)	1.25(250)
350	-0.91	-0.91(-0.91)	0.0(606)
340	-0.78	-1.02(-1.02)	0.24(471)
350	-0.81	-0.84(-0.84)	0.03(602)
360	-0.32	-1.4(-1.4)	1.08(217)
360	-1.14	-1.14(-1.14)	0.0(540)
350	-0.57	-0.83(-0.83)	0.26(513)
360	-0.96	-0.98(-0.98)	0.03(536)
370	-0.12	-1.25(-1.25)	1.13(226)
370	-0.89	-0.89(-0.89)	0.0(585)
360	-0.84	-1.07(-1.07)	0.23(454)
370	-0.84	-0.87(-0.87)	0.03(581)
380	0.2	-0.99(-0.99)	1.18(236)
380	-0.77	-0.77(-0.77)	0.0(613)
370	-0.63	-0.88(-0.88)	0.24(490)
380	-0.66	-0.69(-0.69)	0.03(609)
390	-0.42	-1.68(-1.68)	1.26(251)
390	-1.37	-1.37(-1.37)	0.0(664)
380	-0.47	-0.72(-0.72)	0.26(512)
390	-1.28	-1.31(-1.31)	0.03(658)
400	1.37	0.1(0.1)	1.27(254)
400	-0.02	-0.03(-0.03)	0.0(666)
390	-1.01	-1.29(-1.29)	0.28(553)
400	0.06	0.02(0.02)	0.03(661)
400	0.3	0.02(0.02)	0.28(555)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470854'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.88	0.88(0.88)	0.0(712)
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470854'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470854'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/high.toml but it doesnt exist
{'toml': 'configs/high.toml', 'experiment': None, 'layer': 11, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470854'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	4.44	0.88(0.88)	3.56(712)
0	0.91	0.88(0.88)	0.04(712)
0	1.23	0.88(0.88)	0.36(712)
10	0.2	0.2(0.2)	0.0(865)
10	3.62	0.21(0.21)	3.41(683)
10	0.19	0.15(0.15)	0.04(867)
10	0.58	0.16(0.16)	0.42(842)
20	0.3	0.3(0.3)	0.0(952)
20	4.18	0.44(0.44)	3.74(749)
20	0.41	0.36(0.36)	0.05(951)
20	0.94	0.47(0.47)	0.46(924)
30	0.37	0.36(0.36)	0.0(901)
30	3.99	0.42(0.42)	3.58(715)
30	0.78	0.35(0.35)	0.44(871)
30	0.41	0.37(0.37)	0.04(897)
40	3.36	0.06(0.06)	3.3(659)
40	0.06	0.06(0.06)	0.0(884)
40	0.51	0.08(0.08)	0.43(852)
40	0.17	0.12(0.12)	0.04(895)
50	4.66	0.33(0.33)	4.33(866)
50	0.22	0.21(0.21)	0.01(1183)
50	0.78	0.22(0.22)	0.57(1131)
50	0.34	0.28(0.28)	0.06(1185)
60	3.56	0.33(0.33)	3.23(645)
60	0.32	0.32(0.32)	0.0(854)
60	0.66	0.26(0.26)	0.4(804)
60	0.32	0.28(0.28)	0.04(840)
70	3.31	0.45(0.45)	2.86(572)
70	0.39	0.39(0.39)	0.0(782)
70	0.81	0.44(0.44)	0.38(753)
70	0.41	0.37(0.37)	0.04(776)
80	2.85	-0.01(-0.01)	2.87(573)
80	0.17	0.17(0.17)	0.0(802)
80	0.33	-0.04(-0.04)	0.37(736)
80	-0.01	-0.04(-0.04)	0.04(766)
90	3.61	0.31(0.31)	3.31(661)
90	0.18	0.18(0.18)	0.0(897)
90	0.6	0.17(0.17)	0.43(861)
90	0.2	0.15(0.15)	0.05(906)
100	2.57	0.07(0.07)	2.5(501)
100	0.11	0.11(0.11)	0.0(682)
100	0.38	0.05(0.05)	0.33(653)
100	0.15	0.12(0.12)	0.03(678)
110	3.34	0.36(0.36)	2.98(595)
110	0.22	0.22(0.22)	0.0(788)
110	0.68	0.31(0.31)	0.37(743)
110	0.29	0.25(0.25)	0.04(777)
120	3.32	0.22(0.22)	3.11(622)
120	0.19	0.18(0.18)	0.0(823)
120	0.55	0.16(0.16)	0.39(786)
120	0.24	0.2(0.2)	0.04(823)
130	2.76	0.03(0.03)	2.73(546)
130	-0.03	-0.04(-0.04)	0.0(801)
130	0.38	0.01(0.01)	0.37(744)
130	-0.0	-0.04(-0.04)	0.04(793)
140	2.48	0.09(0.09)	2.39(478)
140	0.12	0.12(0.12)	0.0(684)
140	0.44	0.11(0.11)	0.33(650)
140	0.16	0.12(0.12)	0.03(681)
150	3.53	0.15(0.15)	3.38(677)
150	0.09	0.09(0.09)	0.0(942)
150	0.12	0.07(0.07)	0.05(935)
150	0.53	0.08(0.08)	0.45(903)
160	3.01	0.11(0.11)	2.9(579)
160	0.07	0.07(0.07)	0.0(758)
160	0.13	0.09(0.09)	0.04(754)
160	0.45	0.09(0.09)	0.36(724)
170	3.46	0.24(0.24)	3.22(644)
170	0.39	0.38(0.38)	0.0(955)
170	0.18	0.13(0.13)	0.04(863)
170	0.61	0.19(0.19)	0.42(841)
180	2.1	-0.11(-0.11)	2.21(442)
180	-0.1	-0.1(-0.1)	0.0(590)
180	-0.19	-0.22(-0.22)	0.03(587)
180	0.03	-0.25(-0.25)	0.28(560)
190	2.3	-0.19(-0.19)	2.5(499)
190	-0.34	-0.34(-0.34)	0.0(651)
190	-0.32	-0.35(-0.35)	0.03(648)
190	0.01	-0.3(-0.3)	0.31(621)
200	2.79	-0.02(-0.02)	2.81(562)
200	-0.04	-0.04(-0.04)	0.0(814)
200	-0.03	-0.08(-0.08)	0.04(813)
200	0.34	-0.05(-0.05)	0.38(765)
210	2.55	-0.08(-0.08)	2.63(525)
210	-0.15	-0.16(-0.16)	0.0(838)
210	-0.13	-0.17(-0.17)	0.04(834)
210	0.25	-0.15(-0.15)	0.4(800)
220	3.12	0.06(0.06)	3.06(612)
220	0.05	0.05(0.05)	0.0(859)
220	0.05	0.01(0.01)	0.04(844)
220	0.42	0.01(0.01)	0.41(815)
230	3.73	0.37(0.37)	3.36(672)
230	0.35	0.35(0.35)	0.0(848)
230	0.35	0.31(0.31)	0.04(844)
230	0.76	0.35(0.35)	0.41(814)
240	2.54	0.12(0.12)	2.41(482)
240	0.11	0.11(0.11)	0.0(765)
240	0.1	0.06(0.06)	0.04(760)
240	0.44	0.08(0.08)	0.36(725)
250	2.09	-0.22(-0.22)	2.31(462)
250	-0.24	-0.25(-0.25)	0.0(770)
250	-0.17	-0.21(-0.21)	0.04(768)
250	0.15	-0.22(-0.22)	0.36(725)
260	2.34	-0.13(-0.13)	2.47(495)
260	-0.25	-0.25(-0.25)	0.0(748)
260	-0.2	-0.24(-0.24)	0.04(752)
260	0.16	-0.2(-0.2)	0.35(709)
270	2.16	-0.0(-0.0)	2.17(434)
270	0.07	0.07(0.07)	0.0(622)
270	0.06	0.03(0.03)	0.03(619)
270	0.29	0.0(0.0)	0.29(581)
280	2.36	-0.13(-0.13)	2.49(498)
280	-0.09	-0.09(-0.09)	0.0(807)
280	-0.06	-0.1(-0.1)	0.04(811)
280	0.26	-0.12(-0.12)	0.38(754)
290	1.62	-0.34(-0.34)	1.96(392)
290	-0.33	-0.33(-0.33)	0.0(639)
290	-0.31	-0.35(-0.35)	0.03(630)
290	-0.09	-0.38(-0.38)	0.29(588)
300	2.03	-0.3(-0.3)	2.33(466)
